citations_all,citations_since_since_2019,h_index_all,h_index_since_since_2019,i10_index_all,i10_index_since_since_2019,articles_link
17148,13462,62,55,411,361,https://scholar.google.com/citations?view_op=list_mandates&hl=en&user=PT8wxO8AAAAJ
